IVO.AX,10.79M,0.031
IVR.AX,20.23M,0.043
IVT.AX,3.10M,0.005
IVX.AX,6.19M,0.005
IWG.AX,49.67M,0.08
IXR.AX,4.64M,0.004
JAL.AX,6.77M,0.032
JAT.AX,1.78M,0.011
JCS.AX,3.34M,0.01
JHL.AX,30.20M,0.20
JKA.AX,1.80M,0.004
JKL.AX,24.49M,0.235
JPR.AX,39.11M,0.255
JRL.AX,6.11M,0.175
JRV.AX,5.41M,0.061
JVG.AX,559668.00,0.002
JYC.AX,28.96M,1.04
KAI.AX,17.56M,0.091
KAS.AX,13.90M,0.025
KAT.AX,36.62M,0.82
KBC.AX,26.71M,0.17
KBL.AX,7.74M,0.013
KBU.AX,14.97M,0.115
KDL.AX,10.47M,0.099
KDR.AX,15.66M,0.11
KEY.AX,3.55M,0.005
KFE.AX,14.01M,0.033
KGD.AX,9.17M,0.029
KGL.AX,20.52M,0.145
KGM.AX,12.43M,0.028
KIK.AX,1.66M,0.007
KIN.AX,11.63M,0.15
KIS.AX,11.40M,0.069
KKL.AX,4.87M,0.005
KKO.AX,9.47M,0.05
KKT.AX,25.09M,0.345
KME.AX,15.02M,0.34
KNH.AX,23.68M,0.09
KNL.AX,35.51M,0.21
KNM.AX,3.15M,0.015
KNO.AX,17.96M,0.23
KOR.AX,7.66M,0.039
KOV.AX,24.60M,2.30
KPL.AX,19.95M,0.065
KPO.AX,12.64M,0.095
KPT.AX,25.36M,14.90
KRC.AX,3.39M,0.008
KRL.AX,17.17M,0.005
KRS.AX,31.55M,0.21
KSN.AX,5.07M,0.03
KTA.AX,9.12M,0.19
KTE.AX,7.57M,0.031
LAM.AX,24.37M,0.26
LBL.AX,6.20M,0.07
LBT.AX,19.55M,0.17
LCD.AX,1.49M,0.047
LCE.AX,5.29M,0.245
LCM.AX,29.49M,0.43
LCR.AX,3.18M,0.006
LCT.AX,21.62M,0.051
LCY.AX,16.15M,0.011
LEG.AX,16.27M,0.008
LER.AX,15.99M,0.12
LFC.AX,2.84M,0.04
LGO.AX,9.71M,0.008
LGR.AX,9.25M,0.13
LHM.AX,32.15M,0.06
LIN.AX,2.91M,0.002
LIO.AX,4.33M,0.045
LKE.AX,383504.03,0.004
LKO.AX,11.66M,0.001
LLO.AX,42.12M,0.70
LMG.AX,18.26M,0.017
LML.AX,11.18M,0.043
LMW.AX,15.31M,0.555
LNY.AX,10.02M,0.004
LRS.AX,14.80M,0.015
LSN.AX,1.83M,0.043
LSR.AX,5.63M,0.016
LSX.AX,27.26M,0.255
LTR.AX,15.75M,0.027
LTX.AX,8.00M,0.059
LWP.AX,11.75M,0.003
MAD.AX,31.07M,0.057
MAR.AX,5.66M,0.005
MAS.AX,6.34M,0.009
MAT.AX,21.62M,0.15
MAU.AX,4.90M,0.05
MBC.AX,8.00M,0.05
MBK.AX,2.91M,0.008
MBO.AX,8.82M,0.018
MBT.AX,1.35M,0.033
MCE.AX,35.16M,0.375
MCS.AX,16.40M,0.058
MCT.AX,24.63M,0.067
MCX.AX,989135.94,0.072
MDC.AX,43.43M,0.27
MDD.AX,917462.00,0.026
MDG.AX,8.22M,0.082
MDI.AX,11.04M,0.044
MDL.AX,25.92M,0.25
MDR.AX,24.04M,0.035
MDX.AX,3.41M,0.007
MEB.AX,21.12M,0.215
MED.AX,8.81M,0.02
MEI.AX,2.11M,0.011
MEL.AX,25.22M,0.057
MEO.AX,14.26M,0.019
MEP.AX,14.18M,0.07
MEU.AX,6.45M,0.017
MEY.AX,2.99M,0.19
MGL.AX,45.09M,0.04
MGS.AX,10.26M,0.03
MGT.AX,11.41M,0.029
MGU.AX,5.74M,0.025
MGV.AX,3.50M,0.028
MGZ.AX,2.53M,0.028
MHC.AX,3.01M,0.027
MHI.AX,17.44M,0.185
MHM.AX,4.66M,0.033
MKB.AX,9.00M,0.011
MKO.AX,22.08M,0.05
MLA.AX,7.25M,0.053
MLM.AX,6.36M,0.038
MLS.AX,819951.00,0.001
MMI.AX,24.21M,0.066
MMJ.AX,33.16M,0.235
MMR.AX,7.86M,0.043
MNB.AX,8.26M,0.006
MNC.AX,14.88M,0.005
MNE.AX,68064.00,0.032
MNM.AX,11.04M,0.018
MNQ.AX,5.98M,0.025
MOD.AX,35.54M,0.03
MOQ.AX,32.31M,0.03
MOT.AX,5.61M,0.001
MOX.AX,3.43M,0.013
MPE.AX,2.65M,0.003
MPO.AX,33.62M,0.135
MPX.AX,19.84M,0.22
MRD.AX,13.20M,0.016
MRP.AX,29.18M,0.092
MRQ.AX,6.10M,0.045
MRV.AX,7.48M,0.004
MSG.AX,7.66M,0.038
MSI.AX,786121.00,0.007
MSM.AX,35.73M,0.13
MSP.AX,4.87M,0.024
MSR.AX,1.79M,0.002
MSV.AX,22.66M,0.016
MTA.AX,13.92M,0.066
MTB.AX,1.69M,0.01
MTH.AX,7.98M,0.016
MTL.AX,8.58M,0.07
MTM.AX,42.48M,0.315
MUM.AX,5.02M,0.004
MUS.AX,6.07M,0.039
MVT.AX,37.80M,0.135
MWR.AX,7.40M,0.86
MX1.AX,48.96M,0.41
MXR.AX,4.43M,0.004
MYE.AX,6.67M,0.135
MYQ.AX,4.95M,0.063
MZI.AX,40.51M,0.25
MZM.AX,15.50M,0.22
MZN.AX,11.40M,0.013
NAC.AX,21.51M,1.00
NAE.AX,1.37M,0.004
NAG.AX,44.79M,0.13
NAM.AX,36.25M,0.33
NAV.AX,182230.00,0.01
NBL.AX,40.41M,1.03
NCC.AX,47.86M,1.02
NCL.AX,31.50M,0.12
NCO.AX,1.04M,0.003
NCR.AX,2.31M,0.003
NDO.AX,7.00M,0.16
NEN.AX,13.57M,0.26
NGE.AX,19.43M,0.023
NGY.AX,23.03M,0.02
NHH.AX,42.39M,1.79
NIO.AX,1.54M,0.007
NIU.AX,1.45M,0.001
NME.AX,1.24M,0.008
NMG.AX,133270.00,0.01
NMI.AX,17.27M,0.016
NML.AX,3.64M,0.037
NOR.AX,37.31M,0.043
NOV.AX,7.93M,0.15
NRT.AX,47.27M,0.11
NSE.AX,3.34M,0.007
NSL.AX,7.71M,0.009
NSP.AX,2.47M,0.01
NSX.AX,27.36M,0.185
NTM.AX,1.18M,0.01
NTU.AX,34.54M,0.072
NVI.AX,761893.00,0.011
NWE.AX,5.33M,0.003
NWZ.AX,8.70M,0.012
NXM.AX,5.70M,0.081
NYO.AX,3.01M,0.002
OAR.AX,6.58M,0.12
OBL.AX,1.03M,0.009
OCC.AX,36.51M,0.40
ODN.AX,3.18M,0.012
ODY.AX,7.64M,0.07
OEC.AX,33.27M,0.65
OEQ.AX,3.13M,0.20
OEX.AX,10.62M,0.009
OGX.AX,43.01M,0.18
OGY.AX,5.56M,0.012
OIL.AX,4.44M,0.02
OKJ.AX,3.06M,0.06
OKU.AX,24.84M,0.155
OLH.AX,2.55M,0.031
OLV.AX,10.91M,0.069
OMT.AX,7.48M,0.033
ONE.AX,13.37M,3.90
OOK.AX,1.23M,0.035
ORM.AX,2.61M,0.018
ORN.AX,5.05M,0.012
ORR.AX,35.16M,0.31
ORX.AX,5.14M,0.07
OSL.AX,45.61M,0.125
OSP.AX,37.77M,0.245
OTR.AX,19.77M,0.043
OVL.AX,4.55M,0.008
OVR.AX,1.64M,0.008
OXX.AX,7.82M,0.033
OZG.AX,48.74M,0.135
PAA.AX,8.60M,0.093
PAB.AX,5.05M,0.007
PAK.AX,10.71M,0.13
PAN.AX,36.96M,0.115
PAR.AX,28.03M,0.32
PBP.AX,24.37M,0.46
PBT.AX,44.85M,0.084
PCH.AX,480000.00,0.012
PCL.AX,5.34M,0.004
PDI.AX,9.28M,0.007
PDM.AX,972960.00,0.02
PDZ.AX,21.73M,0.145
PEC.AX,2.01M,0.03
PEG.AX,37.54M,0.055
PEH.AX,13.81M,0.10
PEK.AX,20.72M,0.05
PEL.AX,2.53M,0.007
PEX.AX,18.56M,0.14
PFG.AX,12.92M,0.09
PGI.AX,34.92M,0.105
PGM.AX,6.64M,0.04
PGO.AX,18.66M,0.061
PGS.AX,2.69M,0.005
PGY.AX,3.25M,0.002
PHA.AX,1.83M,0.06
PHK.AX,20.57M,0.079
PIO.AX,43.22M,0.06
PIQ.AX,10.12M,0.20
PKA.AX,6.91M,0.046
PKO.AX,1.36M,0.002
PLH.AX,4.50M,0.10
PLP.AX,11.53M,0.037
PML.AX,7.13M,0.072
PMY.AX,2.17M,0.004
PNE.AX,2.44M,0.083
PNL.AX,27.88M,0.18
PNN.AX,3.97M,0.02
PNW.AX,12.67M,0.18
PNX.AX,6.20M,0.013
POH.AX,25.24M,0.02
POP.AX,10.32M,0.058
POS.AX,26.35M,0.036
POW.AX,13.86M,0.016
POZ.AX,4.67M,0.029
PPL.AX,36.67M,0.59
PPP.AX,16.29M,0.028
PPY.AX,1.96M,0.01
PRL.AX,10.79M,0.022
PSA.AX,32.85M,0.14
PSC.AX,15.07M,0.017
PSF.AX,18.39M,0.028
PSM.AX,6.01M,0.02
PSZ.AX,44.20M,0.68
PTB.AX,18.90M,0.45
PTR.AX,3.42M,0.006
PTX.AX,10.31M,0.11
PUN.AX,2.03M,0.016
PVD.AX,5.06M,0.031
PVE.AX,1.12M,0.008
PWN.AX,10.24M,0.042
PWW.AX,519057.00,0.011
PYC.AX,36.07M,0.018
PYM.AX,6.04M,0.006
PZC.AX,1.47M,0.003
QBL.AX,4.50M,0.006
QMN.AX,7.02M,0.004
QSS.AX,2.41M,0.026
QST.AX,5.06M,0.10
QTG.AX,697221.00,0.003
QTM.AX,21.51M,0.022
QUR.AX,6.22M,0.037
R3D.AX,6.38M,0.24
RAD.AX,17.06M,0.051
RAW.AX,3.43M,0.035
RBR.AX,3.18M,0.01
RBX.AX,1.31M,0.006
RCE.AX,11.21M,0.17
RCO.AX,10.63M,0.20
RCP.AX,2.34M,0.001
RCU.AX,392992.03,0.032
RDF.AX,31.01M,0.28
RDG.AX,8.21M,0.013
RDH.AX,25.59M,0.845
RDM.AX,15.73M,0.09
RDS.AX,3.26M,0.01
